 0.1500 0.04100  0.39364  0.57634  0.69672
 0.1750 0.05000 -0.03399 -0.38658  0.71803
 0.2730 0.07700  0.51235  0.26402  0.28436
 0.2830 0.08100  0.54001  0.24445  0.26509
 0.4760 0.15600  1.11624  1.49618  1.49621
 0.5080 0.09100  0.95510  0.33210  0.33948
 1.0450 0.20000  1.02284  0.45294  0.45298
 1.3000 0.36400  1.16893  0.46517  0.46518
 1.6700 0.32000  0.50737  0.32495  0.32497
