 
 0.2418 0.02953  0.65083  0.37834  0.38090
 0.3616 0.04610  0.84569  0.41620  0.42156
 0.4383 0.06220  0.91019  0.35422  0.35439
 0.5919 0.08682  1.39495  0.31201  0.31201
 0.7971 0.12330  0.78136  0.72565  0.72566
 1.0293 0.19580  0.21434  1.73265  1.73266
