  0.1250E-01  0.2400E+01  0.9433E+00  0.1568E-01  0.6904E+00  0.2046E+00  0.3195E+00  0.6130E-01  0.9657E+00 10  0.10000E+01
  0.1750E-01  0.2982E+01  0.9915E+00  0.1554E-01  0.1097E+01  0.2629E+00  0.3102E+00  0.6201E-01  0.9715E+00 12  0.10000E+01
  0.2500E-01  0.3834E+01  0.9798E+00  0.1155E-01  0.7170E+00  0.2081E+00  0.3011E+00  0.8304E-01  0.9792E+00 14  0.10000E+01
  0.3500E-01  0.4401E+01  0.9977E+00  0.1234E-01  0.1064E+01  0.2877E+00  0.2887E+00  0.9241E-01  0.9878E+00 15  0.10000E+01
  0.4500E-01  0.5354E+01  0.1005E+01  0.1345E-01  0.8403E+00  0.3529E+00  0.2571E+00  0.8469E-01  0.9948E+00 15  0.10000E+01
  0.5500E-01  0.6559E+01  0.1007E+01  0.1433E-01  0.8916E+00  0.4865E+00  0.2198E+00  0.7163E-01  0.1000E+01 15  0.10000E+01
  0.7000E-01  0.8180E+01  0.1003E+01  0.1100E-01  0.1667E+01  0.6194E+00  0.1828E+00  0.6574E-01  0.1007E+01 15  0.10000E+01
  0.9000E-01  0.9307E+01  0.1019E+01  0.1298E-01  0.5110E+00  0.7014E+00  0.1568E+00  0.6219E-01  0.1012E+01 13  0.10000E+01
  0.1250E+00  0.1412E+02  0.9972E+00  0.9928E-02  0.5627E+00  0.9278E+00  0.1100E+00  0.4970E-01  0.1015E+01 14  0.10000E+01
  0.1750E+00  0.1741E+02  0.1015E+01  0.1360E-01  0.7662E+00  0.2002E+01  0.8096E-01  0.4778E-01  0.1013E+01 11  0.10000E+01
  0.2500E+00  0.2276E+02  0.1003E+01  0.1364E-01  0.1089E+02  0.7919E+01  0.5590E-01  0.4808E-01  0.1002E+01 11  0.10000E+01
  0.3500E+00  0.3838E+02  0.9879E+00  0.2192E-01  0.4902E+01  0.1332E+02  0.3495E-01  0.5290E-01  0.9844E+00  8  0.10000E+01
  0.4500E+00  0.4250E+02  0.9268E+00  0.3596E-01  0.1711E+02  0.5754E+02  0.2889E-01  0.5669E-01  0.9659E+00  7  0.10000E+01
  0.5500E+00  0.4710E+02  0.9158E+00  0.5139E-01  0.4745E+05  0.7371E+07  0.2510E-01  0.6202E-01  0.9486E+00  6  0.10000E+01
  0.6500E+00  0.4360E+02  0.9291E+00  0.8060E-01  0.2015E+06  0.3513E+08  0.2468E-01  0.6566E-01  0.9356E+00  4  0.10000E+01
