 0.0798 0.02430  1.21799  1.17596  3.55848
 0.1572 0.03076  1.21799  0.39760  0.39955
 0.2580 0.04648  0.92885  0.29393  0.29400
 0.3686 0.04265  1.47213  0.27760  0.27852
 0.4661 0.07768  1.73364  0.29601  0.29605
 0.5742 0.08566  1.37481  0.25635  0.25636
 0.8047 0.10517  1.76164  0.39027  0.39031
 1.0407 0.16590  0.96144  0.36384  0.36387
 1.3316 0.25367  0.73173  0.29389  0.29389
 1.7059 0.30343  0.45041  0.61099  0.61100
