 
 0.1701 0.04660  0.29366  2.00079  2.00301
 0.2646 0.04680  0.94517  0.41524  0.41572
 0.3616 0.04610  1.07781  0.34913  0.35644
 0.4544 0.09677  1.14048  0.36751  0.36768
 0.5770 0.08826  1.49875  0.31708  0.31710
 0.7853 0.15587  1.39098  0.41917  0.41922
 1.0392 0.15487  1.24647  0.41946  0.41948
 1.3417 0.27922  1.15656  0.49162  0.49163
 1.7410 0.29945  1.22619  0.60235  0.60236
