  0.5500E-02  0.2523E+00  0.9958E+00  0.1828E+00  0.2859E+05  0.4925E+07  0.2293E+00  0.2259E+00  0.9101E+00  4  0.10000E+01
  0.7000E-02  0.3236E+00  0.1541E+01  0.1981E+00  0.6113E+05  0.7387E+07  0.2294E+00  0.2224E+00  0.9174E+00  4  0.10000E+01
  0.8500E-02  0.3568E+00  0.1637E+01  0.5816E+00  0.8515E+02  0.4300E+03  0.2316E+00  0.1439E+00  0.9238E+00  4  0.10000E+01
  0.1250E-01  0.4995E+00  0.1203E+01  0.1617E+00  0.6615E+01  0.4386E+01  0.2794E+00  0.9988E-01  0.9383E+00  4  0.10000E+01
  0.1750E-01  0.6546E+00  0.9860E+00  0.5169E-01  0.2116E+01  0.7286E+00  0.3139E+00  0.9086E-01  0.9528E+00  5  0.10000E+01
  0.2500E-01  0.9031E+00  0.1020E+01  0.2611E-01  0.2479E+01  0.4539E+00  0.3366E+00  0.9374E-01  0.9700E+00  8  0.10000E+01
  0.3500E-01  0.1247E+01  0.9698E+00  0.1916E-01  0.1383E+01  0.2644E+00  0.3401E+00  0.8563E-01  0.9869E+00 11  0.10000E+01
  0.4500E-01  0.1451E+01  0.9998E+00  0.1658E-01  0.1644E+01  0.2663E+00  0.3352E+00  0.7644E-01  0.9991E+00 13  0.10000E+01
  0.5500E-01  0.1579E+01  0.1000E+01  0.1562E-01  0.1324E+01  0.2451E+00  0.3296E+00  0.6970E-01  0.1008E+01 15  0.10000E+01
  0.7000E-01  0.1858E+01  0.1011E+01  0.1120E-01  0.1315E+01  0.1832E+00  0.3182E+00  0.6041E-01  0.1017E+01 17  0.10000E+01
  0.9000E-01  0.2024E+01  0.1012E+01  0.1199E-01  0.1104E+01  0.2068E+00  0.3064E+00  0.5622E-01  0.1024E+01 17  0.10000E+01
  0.1250E+00  0.2437E+01  0.1012E+01  0.4373E-02  0.1072E+01  0.1481E+00  0.2797E+00  0.5282E-01  0.1027E+01 20  0.10000E+01
  0.1750E+00  0.2842E+01  0.1012E+01  0.4496E-02  0.1120E+01  0.2468E+00  0.2385E+00  0.5100E-01  0.1022E+01 22  0.10000E+01
  0.2500E+00  0.3458E+01  0.9964E+00  0.3819E-02  0.7411E+00  0.2956E+00  0.1852E+00  0.3988E-01  0.1008E+01 23  0.10000E+01
  0.3500E+00  0.5151E+01  0.9788E+00  0.4817E-02  0.2587E+01  0.1130E+01  0.1245E+00  0.3738E-01  0.9843E+00 24  0.10000E+01
  0.5500E+00  0.8774E+01  0.9215E+00  0.1716E-01  0.4113E+01  0.8000E+01  0.7506E-01  0.4018E-01  0.9277E+00 15  0.10000E+01
