  0.1250E-01  0.2030E+01  0.8742E+00  0.1166E-01  0.9645E+00  0.3121E+00  0.3279E+00  0.6858E-01  0.8617E+00 10  0.10000E+01
  0.1750E-01  0.2517E+01  0.9155E+00  0.1153E-01  0.1220E+01  0.3102E+00  0.3176E+00  0.5973E-01  0.8879E+00 12  0.10000E+01
  0.2500E-01  0.3627E+01  0.9554E+00  0.8765E-02  0.1410E+01  0.2512E+00  0.3032E+00  0.7806E-01  0.9202E+00 15  0.10000E+01
  0.3500E-01  0.4629E+01  0.9498E+00  0.9808E-02  0.7743E+00  0.2302E+00  0.2838E+00  0.9295E-01  0.9526E+00 14  0.10000E+01
  0.4500E-01  0.5636E+01  0.9907E+00  0.1143E-01  0.1409E+01  0.3755E+00  0.2497E+00  0.8169E-01  0.9760E+00 14  0.10000E+01
  0.5500E-01  0.7323E+01  0.9764E+00  0.1258E-01  0.1324E+01  0.5053E+00  0.2063E+00  0.6828E-01  0.9926E+00 13  0.10000E+01
  0.7000E-01  0.9138E+01  0.1007E+01  0.1061E-01  0.2248E+01  0.6609E+00  0.1727E+00  0.6516E-01  0.1009E+01 13  0.10000E+01
  0.9000E-01  0.1054E+02  0.1026E+01  0.1267E-01  0.1247E+01  0.8039E+00  0.1476E+00  0.6231E-01  0.1019E+01 11  0.10000E+01
  0.1250E+00  0.1346E+02  0.1034E+01  0.9827E-02  0.1810E+01  0.1064E+01  0.1123E+00  0.4946E-01  0.1023E+01 11  0.10000E+01
  0.1750E+00  0.1863E+02  0.1039E+01  0.1268E-01  0.7273E+00  0.1966E+01  0.7851E-01  0.4817E-01  0.1016E+01 10  0.10000E+01
  0.2500E+00  0.2626E+02  0.9982E+00  0.1242E-01  0.6300E+01  0.5877E+01  0.5224E-01  0.4904E-01  0.9984E+00  9  0.10000E+01
  0.3500E+00  0.3754E+02  0.9831E+00  0.2154E-01 -0.4493E+01  0.8389E+01  0.3531E-01  0.5271E-01  0.9739E+00  8  0.10000E+01
  0.4500E+00  0.4183E+02  0.9299E+00  0.3545E-01 -0.3777E+01  0.2537E+02  0.2912E-01  0.5652E-01  0.9493E+00  7  0.10000E+01
  0.5500E+00  0.4635E+02  0.8234E+00  0.5496E-01 -0.2683E+02  0.8505E+01  0.2531E-01  0.6180E-01  0.9247E+00  6  0.10000E+01
  0.6500E+00  0.5160E+02  0.9351E+00  0.1012E+00  0.5075E+02  0.8198E+03  0.2257E-01  0.6860E-01  0.9002E+00  5  0.10000E+01
