  0.1250E-01  0.5019E+00  0.8363E+00  0.2381E+00 -0.1749E-01  0.1779E+01  0.2801E+00  0.9949E-01  0.9657E+00  4  0.10000E+01
  0.1750E-01  0.6547E+00  0.1037E+01  0.6716E-01  0.1427E+01  0.7179E+00  0.3139E+00  0.9086E-01  0.9715E+00  5  0.10000E+01
  0.2500E-01  0.9479E+00  0.1041E+01  0.3102E-01  0.1327E+01  0.3534E+00  0.3384E+00  0.9380E-01  0.9792E+00  9  0.10000E+01
  0.3500E-01  0.1201E+01  0.1013E+01  0.2089E-01  0.1264E+01  0.2708E+00  0.3402E+00  0.8684E-01  0.9878E+00 12  0.10000E+01
  0.4500E-01  0.1404E+01  0.9859E+00  0.1846E-01  0.7782E+00  0.2213E+00  0.3359E+00  0.7789E-01  0.9948E+00 14  0.10000E+01
  0.5500E-01  0.1644E+01  0.1017E+01  0.1783E-01  0.1228E+01  0.2711E+00  0.3284E+00  0.6791E-01  0.1000E+01 16  0.10000E+01
  0.7000E-01  0.1894E+01  0.1024E+01  0.1258E-01  0.1326E+01  0.2248E+00  0.3175E+00  0.5997E-01  0.1007E+01 19  0.10000E+01
  0.9000E-01  0.2078E+01  0.1035E+01  0.1309E-01  0.1445E+01  0.2787E+00  0.3052E+00  0.5658E-01  0.1012E+01 19  0.10000E+01
  0.1250E+00  0.2366E+01  0.1022E+01  0.5364E-02  0.1104E+01  0.1831E+00  0.2820E+00  0.5121E-01  0.1015E+01 21  0.10000E+01
  0.1750E+00  0.2835E+01  0.1036E+01  0.5812E-02  0.1584E+01  0.3571E+00  0.2389E+00  0.5098E-01  0.1013E+01 22  0.10000E+01
  0.2500E+00  0.3353E+01  0.1020E+01  0.4678E-02  0.1111E+01  0.4236E+00  0.1890E+00  0.3986E-01  0.1002E+01 24  0.10000E+01
  0.3500E+00  0.4118E+01  0.1015E+01  0.6614E-02 -0.2338E+00  0.7654E+00  0.1469E+00  0.3596E-01  0.9844E+00 21  0.10000E+01
  0.5500E+00  0.1335E+02  0.1196E+01  0.3003E+00  0.2887E+03  0.7451E+04  0.5491E-01  0.4523E-01  0.9486E+00  5  0.10000E+01
