**Averaged over Q^2
**
**     197Au 
**  = +-2.3%
**  x
**
0.125 1.064  0.017
0.145 0.992  0.030 
0.205 0.994  0.015
0.235 0.991  0.016 
0.265 0.984  0.029
0.295 0.993  0.015 
0.325 0.984  0.024
0.360 0.956  0.014 
0.400 0.930  0.010
0.440 0.931  0.014 
0.480 0.914  0.011
0.520 0.892  0.011 
0.560 0.881  0.011
0.600 0.837  0.010 
0.640 0.846  0.011
0.680 0.829  0.013 
0.720 0.820  0.014
0.760 0.817  0.018 
0.800 0.899  0.030
0.840 0.975  0.058 
0.880 1.099  0.142
