2   0     0.01  0 0.01 0 0.01  1      0.015 1 0.015    1
3 0.6964090E-01 0.2758498E-01 0.6964090E-01 0.2758498E-01 0.1091450 0.2778268E-01 1.917 0.0949 2.13 0.04 2
4 0.19709 0.25069E-01 0.19709 0.25069E-01 0.19709 0.25069E-01 2.942 0.1366 3.57 0.094 2
9 0.24693 0.23488E-01 0.25201 0.23509E-01 0.23870 0.23444E-01 3.374 0.173 3.91 0.12 4
12 0.29246 0.23430E-01 0.29246 0.23430E-01 0.29246 0.23430E-01 3.8889 0.184 4.65 0.14 6
27 0.3254440 0.3415789E-01 0.3297450 0.3418697E-01 0.3254440 0.3415789E-01 4.4 0.6 5.3 0.6 13
56 0.3880990 0.3274743E-01 0.3962950 0.3280922E-01 0.3880990 0.3274743E-01 3.9705 0.3358 4.75 0.287 26
197 0.4087570 0.4006090E-01 0.4317370 0.4035286E-01 0.4087570 0.4006090E-01 4.2108 0.2611 5.13 0.21 79
