x Fe/D err
0.205 1.025  0.013
0.235 1.006  0.014 
0.265 0.990  0.021
0.295 0.992  0.010 
0.325 0.981  0.017
0.360 0.972  0.012 
0.400 0.955  0.009
0.440 0.940  0.012 
0.480 0.917  0.009
0.520 0.904  0.009 
0.560 0.893  0.009
0.600 0.869  0.008 
0.640 0.860  0.009
0.680 0.852  0.010 
0.720 0.846  0.011
0.760 0.867  0.015 
0.800 0.920  0.024
0.840 1.040  0.047 
0.880 1.192  0.116
