x C/D err
0.205 1.010  0.017
0.235 0.989  0.018 
0.265 1.068  0.043
0.295 1.001  0.018 
0.325 1.004  0.031
0.360 0.987  0.017 
0.400 0.974  0.011
0.440 0.975  0.018 
0.480 0.953  0.014
0.520 0.926  0.012 
0.560 0.924  0.010
0.600 0.905  0.009 
0.640 0.903  0.010
0.680 0.888  0.012 
0.720 0.861  0.014
0.760 0.870  0.020 
0.800 0.972  0.044
0.840 -10    0     
0.880 -10    0    
