** EMC Calcium
** From Nuc. Phys. B 333 (1990) 
** Ca/D
**normalization=7%
**Q2    x rat stat sys
0.52	0.0035	0.71	0.04	0.06
0.66	0.0050	0.77	0.03	0.06
0.79	0.0075	0.80	0.03	0.05	
0.96	0.0105	0.82	0.03	0.05
1.10	0.0150	0.83	0.02	0.04
1.16	0.0240	0.88	0.02	0.04
1.49	0.04	0.95	0.03	0.05
1.71	0.06	1.08	0.04	0.05
2.29	0.09	0.98	0.04	0.05
